company_id,year,free_cash_flow,fcf_conversion,capex_intensity,cfo_quality_score,cfo_quality_label,capital_allocation_pattern
PIDILITIND,Mar 2022,397.0,21.39,5.62,79.12,Moderate,Cash Accumulator
PIDILITIND,Mar 2023,659.0,33.18,7.62,100.0,High Quality,Cash Accumulator
PIDILITIND,Mar 2024,955.0,35.27,14.29,100.0,High Quality,Cash Accumulator
PIDILITIND,TTM,,,,100.0,Accrual Risk,Mixed
PNB,Mar 2013,-1292.0,,1.39,0.0,Accrual Risk,Mixed
PNB,Mar 2013,-1292.0,,1.39,0.0,Accrual Risk,Mixed
PNB,Mar 2013,-1292.0,,1.39,0.0,Accrual Risk,Mixed
PNB,Mar 2013,-1292.0,,1.39,0.0,Accrual Risk,Mixed
PNB,Mar 2013,-1292.0,,1.39,0.0,Accrual Risk,Mixed
PNB,Mar 2014,16604.0,,0.67,100.0,High Quality,Shareholder Returns
PNB,Mar 2014,16604.0,,0.67,100.0,High Quality,Shareholder Returns
PNB,Mar 2014,16604.0,,0.67,100.0,High Quality,Shareholder Returns
PNB,Mar 2014,16604.0,,0.67,100.0,High Quality,Shareholder Returns
PNB,Mar 2014,16604.0,,0.67,100.0,High Quality,Shareholder Returns
PNB,Mar 2015,3942.0,,1.79,100.0,High Quality,Shareholder Returns
PNB,Mar 2015,3942.0,,1.79,100.0,High Quality,Shareholder Returns
PNB,Mar 2015,3942.0,,1.79,100.0,High Quality,Shareholder Returns
PNB,Mar 2015,3942.0,,1.79,100.0,High Quality,Shareholder Returns
PNB,Mar 2015,3942.0,,1.79,100.0,High Quality,Shareholder Returns
PNB,Mar 2016,12815.0,,2.66,0.0,Accrual Risk,Pre-Revenue
PNB,Mar 2016,12815.0,,2.66,0.0,Accrual Risk,Pre-Revenue
PNB,Mar 2016,12815.0,,2.66,0.0,Accrual Risk,Pre-Revenue
PNB,Mar 2016,12815.0,,2.66,0.0,Accrual Risk,Pre-Revenue
PNB,Mar 2016,12815.0,,2.66,0.0,Accrual Risk,Pre-Revenue
PNB,Mar 2017,22097.0,,0.33,100.0,High Quality,Reinvestor
PNB,Mar 2017,22097.0,,0.33,100.0,High Quality,Reinvestor
PNB,Mar 2017,22097.0,,0.33,100.0,High Quality,Reinvestor
PNB,Mar 2017,22097.0,,0.33,100.0,High Quality,Reinvestor
PNB,Mar 2017,22097.0,,0.33,100.0,High Quality,Reinvestor
PNB,Mar 2018,-1350.0,,0.8,14.38,Accrual Risk,Pre-Revenue
PNB,Mar 2018,-1350.0,,0.8,14.38,Accrual Risk,Pre-Revenue
PNB,Mar 2018,-1350.0,,0.8,14.38,Accrual Risk,Pre-Revenue
PNB,Mar 2018,-1350.0,,0.8,14.38,Accrual Risk,Pre-Revenue
PNB,Mar 2018,-1350.0,,0.8,14.38,Accrual Risk,Pre-Revenue
PNB,Mar 2019,-34161.0,,1.21,100.0,High Quality,Pre-Revenue
PNB,Mar 2019,-34161.0,,1.21,100.0,High Quality,Pre-Revenue
PNB,Mar 2019,-34161.0,,1.21,100.0,High Quality,Pre-Revenue
PNB,Mar 2019,-34161.0,,1.21,100.0,High Quality,Pre-Revenue
PNB,Mar 2019,-34161.0,,1.21,100.0,High Quality,Pre-Revenue
PNB,Mar 2020,-13131.0,,0.62,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2020,-13131.0,,0.62,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2020,-13131.0,,0.62,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2020,-13131.0,,0.62,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2020,-13131.0,,0.62,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2021,30163.0,,0.96,100.0,High Quality,Shareholder Returns
PNB,Mar 2021,30163.0,,0.96,100.0,High Quality,Shareholder Returns
PNB,Mar 2021,30163.0,,0.96,100.0,High Quality,Shareholder Returns
PNB,Mar 2021,30163.0,,0.96,100.0,High Quality,Shareholder Returns
PNB,Mar 2021,30163.0,,0.96,100.0,High Quality,Shareholder Returns
PNB,Mar 2022,18828.0,,1.58,100.0,High Quality,Shareholder Returns
PNB,Mar 2022,18828.0,,1.58,100.0,High Quality,Shareholder Returns
PNB,Mar 2022,18828.0,,1.58,100.0,High Quality,Shareholder Returns
PNB,Mar 2022,18828.0,,1.58,100.0,High Quality,Shareholder Returns
PNB,Mar 2022,18828.0,,1.58,100.0,High Quality,Shareholder Returns
PNB,Mar 2023,21860.0,,0.84,100.0,High Quality,Shareholder Returns
PNB,Mar 2023,21860.0,,0.84,100.0,High Quality,Shareholder Returns
PNB,Mar 2023,21860.0,,0.84,100.0,High Quality,Shareholder Returns
PNB,Mar 2023,21860.0,,0.84,100.0,High Quality,Shareholder Returns
PNB,Mar 2023,21860.0,,0.84,100.0,High Quality,Shareholder Returns
PNB,Mar 2024,-29445.0,,1.38,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2024,-29445.0,,1.38,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2024,-29445.0,,1.38,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2024,-29445.0,,1.38,0.0,Accrual Risk,Growth Funded by Debt
PNB,Mar 2024,-29445.0,,1.38,0.0,Accrual Risk,Growth Funded by Debt
PNB,TTM,,,,100.0,Accrual Risk,Mixed
POWERGRID,Mar 2013,-10394.0,-95.91,168.83,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2013,-10394.0,-95.91,168.83,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2014,-11416.0,-88.04,171.26,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2014,-11416.0,-88.04,171.26,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2015,-8385.0,-56.17,137.88,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2015,-8385.0,-56.17,137.88,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2016,-6568.0,-36.12,104.47,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2016,-6568.0,-36.12,104.47,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2017,-2261.0,-10.07,92.76,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2017,-2261.0,-10.07,92.76,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2018,-2991.0,-11.52,85.8,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2018,-2991.0,-11.52,85.8,100.0,High Quality,Growth Funded by Debt
POWERGRID,Mar 2019,4544.0,16.88,53.42,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2019,4544.0,16.88,53.42,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2020,20006.0,60.83,28.44,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2020,20006.0,60.83,28.44,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2021,20159.0,57.75,23.32,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2021,20159.0,57.75,23.32,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2022,26877.0,75.02,1.81,100.0,High Quality,Reinvestor
POWERGRID,Mar 2022,26877.0,75.02,1.81,100.0,High Quality,Reinvestor
POWERGRID,Mar 2023,33065.0,83.55,15.65,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2023,33065.0,83.55,15.65,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2024,24176.0,60.7,28.61,100.0,High Quality,Cash Accumulator
POWERGRID,Mar 2024,24176.0,60.7,28.61,100.0,High Quality,Cash Accumulator
POWERGRID,TTM,,,,100.0,Accrual Risk,Mixed
RECLTD,Mar 2013,-19907.0,-150.02,1.11,0.0,Accrual Risk,Liquidating Assets
RECLTD,Mar 2014,-17108.0,-102.75,0.79,0.0,Accrual Risk,Liquidating Assets
RECLTD,Mar 2015,-23747.0,-122.44,0.74,0.0,Accrual Risk,Liquidating Assets
RECLTD,Mar 2016,-14034.0,-62.53,3.13,0.0,Accrual Risk,Growth Funded by Debt
RECLTD,Mar 2017,6704.0,29.86,0.41,100.0,High Quality,Cash Accumulator
RECLTD,Mar 2018,-32464.0,-168.39,0.2,0.0,Accrual Risk,Liquidating Assets
RECLTD,Mar 2019,-35409.0,-149.37,1.8,0.0,Accrual Risk,Liquidating Assets
RECLTD,Mar 2020,-32591.0,-125.54,0.4,0.0,Accrual Risk,Liquidating Assets
RECLTD,Mar 2021,-42651.0,-132.19,2.42,0.0,Accrual Risk,Liquidating Assets
RECLTD,Mar 2022,-1106.0,-3.21,0.73,0.0,Accrual Risk,Growth Funded by Debt
RECLTD,Mar 2023,-38303.0,-101.79,2.39,0.0,Accrual Risk,Growth Funded by Debt
RECLTD,Mar 2024,-59554.0,-124.37,3.85,0.0,Accrual Risk,Growth Funded by Debt
RECLTD,TTM,,,,100.0,Accrual Risk,Mixed
RELIANCE,Mar 2013,9317.0,28.1,6.97,100.0,High Quality,Shareholder Returns
RELIANCE,Mar 2014,-29809.0,-85.33,16.86,100.0,High Quality,Growth Funded by Debt
RELIANCE,Mar 2015,-30332.0,-81.0,17.28,100.0,High Quality,Growth Funded by Debt
RELIANCE,Mar 2016,1948.0,4.66,13.28,100.0,High Quality,Cash Accumulator
RELIANCE,Mar 2017,-16651.0,-35.96,21.78,100.0,High Quality,Growth Funded by Debt
RELIANCE,Mar 2018,3267.0,5.08,17.45,100.0,High Quality,Cash Accumulator
RELIANCE,Mar 2019,-52161.0,-61.91,16.63,100.0,High Quality,Growth Funded by Debt
RELIANCE,Mar 2020,22380.0,25.07,12.15,100.0,High Quality,Cash Accumulator
RELIANCE,Mar 2021,-115427.0,-142.87,30.53,50.16,Moderate,Growth Funded by Debt
RELIANCE,Mar 2022,1492.0,1.37,15.71,100.0,High Quality,Shareholder Returns
RELIANCE,Mar 2023,22031.0,15.48,10.61,100.0,High Quality,Shareholder Returns
RELIANCE,Mar 2024,45207.0,27.82,12.63,100.0,High Quality,Cash Accumulator
RELIANCE,TTM,,,,100.0,Accrual Risk,Mixed
SBILIFE,Mar 2013,903.0,211.48,1.53,100.0,High Quality,Cash Accumulator
SBILIFE,Mar 2014,-542.0,-106.07,4.1,22.8,Accrual Risk,Mixed
SBILIFE,Mar 2015,2533.0,319.02,0.76,100.0,High Quality,Cash Accumulator
SBILIFE,Mar 2016,-1426.0,-155.0,37.28,100.0,High Quality,Mixed
SBILIFE,Mar 2017,-507.0,-47.47,29.57,100.0,High Quality,Mixed
SBILIFE,Mar 2018,1485.0,111.49,26.15,100.0,High Quality,Cash Accumulator
SBILIFE,Mar 2019,-79.0,-5.36,30.38,100.0,High Quality,Mixed
SBILIFE,Mar 2020,2313.0,171.21,38.78,100.0,High Quality,Cash Accumulator
SBILIFE,Mar 2021,4675.0,536.12,23.44,100.0,High Quality,Shareholder Returns
SBILIFE,Mar 2022,241.0,33.01,26.04,100.0,High Quality,Cash Accumulator
SBILIFE,Mar 2023,-1547.0,-1268.03,37.46,100.0,High Quality,Mixed
SBILIFE,Mar 2024,-2099.0,-853.25,23.65,100.0,High Quality,Mixed
SBILIFE,TTM,,,,100.0,Accrual Risk,Mixed
SBIN,Mar 2013,22061.0,-430.54,1.35,100.0,High Quality,Cash Accumulator
SBIN,Mar 2014,18351.0,-125.57,0.42,100.0,High Quality,Shareholder Returns
SBIN,Mar 2015,22873.0,-104.54,1.65,100.0,High Quality,Cash Accumulator
SBIN,Mar 2016,11730.0,-36.2,1.25,100.0,High Quality,Shareholder Returns
SBIN,Mar 2017,72834.0,-113.21,1.98,0.0,Accrual Risk,Pre-Revenue
SBIN,Mar 2018,-83455.0,96.26,5.7,100.0,High Quality,Pre-Revenue
SBIN,Mar 2019,29776.0,-43.37,0.09,100.0,High Quality,Mixed
SBIN,Mar 2020,23374.0,-36.42,0.21,100.0,High Quality,Shareholder Returns
SBIN,Mar 2021,86249.0,-121.97,1.32,100.0,High Quality,Shareholder Returns
SBIN,Mar 2022,55043.0,-86.59,0.91,100.0,High Quality,Cash Accumulator
SBIN,Mar 2023,-86980.0,200.23,0.28,0.0,Accrual Risk,Growth Funded by Debt
SBIN,Mar 2024,18156.0,-30.11,0.79,31.11,Accrual Risk,Cash Accumulator
SBIN,TTM,,,,100.0,Accrual Risk,Mixed
SHREECEM,Jun 2013,990.0,63.42,4.98,100.0,High Quality,Cash Accumulator
SHREECEM,Jun 2014,167.0,12.01,21.59,100.0,High Quality,Cash Accumulator
SHREECEM,Jun 2015,249.0,18.53,15.82,100.0,High Quality,Cash Accumulator
SHREECEM,Mar 2016 9m,,,,100.0,Accrual Risk,Mixed
SHREECEM,Mar 2017,154.0,6.13,23.83,100.0,High Quality,Cash Accumulator
SHREECEM,Mar 2018,-1716.0,-69.39,36.56,100.0,High Quality,Growth Funded by Debt
SHREECEM,Mar 2019,1360.0,48.62,5.73,100.0,High Quality,Cash Accumulator
SHREECEM,Mar 2020,-1617.0,-42.88,43.44,100.0,High Quality,Growth Funded by Debt
SHREECEM,Mar 2021,1603.0,39.18,19.55,100.0,High Quality,Cash Accumulator
SHREECEM,Mar 2022,525.0,14.15,14.28,100.0,High Quality,Cash Accumulator
SHREECEM,Mar 2023,164.0,5.54,13.47,100.0,High Quality,Cash Accumulator
SHREECEM,Mar 2024,1929.0,42.7,6.91,100.0,High Quality,Cash Accumulator
SHREECEM,TTM,,,,100.0,Accrual Risk,Mixed
SHRIRAMFIN,Mar 2013,-8400.0,-385.5,0.58,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2014,-4167.0,-208.45,1.32,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2015,-9656.0,-571.02,0.49,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2016,-5543.0,-303.89,0.35,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2017,-2679.0,-135.85,0.02,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2018,-13056.0,-343.13,0.64,0.0,Accrual Risk,Liquidating Assets
SHRIRAMFIN,Mar 2019,-5611.0,-147.62,0.49,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2020,-2519.0,-70.66,0.33,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2021,-4264.0,-125.34,0.14,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2022,-8893.0,-242.58,0.18,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,Mar 2023,-12549.0,-142.62,16.65,0.0,Accrual Risk,Liquidating Assets
SHRIRAMFIN,Mar 2024,-31359.0,-298.0,0.71,0.0,Accrual Risk,Growth Funded by Debt
SHRIRAMFIN,TTM,,,,100.0,Accrual Risk,Mixed
SIEMENS,Sep 2011,267.0,22.8,2.21,0.35,Accrual Risk,Reinvestor
SIEMENS,Sep 2014,738.0,620.17,1.22,100.0,High Quality,Reinvestor
SIEMENS,Sep 2015,1220.0,122.24,6.12,48.89,Accrual Risk,Reinvestor
SIEMENS,Sep 2016,750.0,73.46,2.19,17.6,Accrual Risk,Reinvestor
SIEMENS,Sep 2017,1894.0,179.36,11.94,50.4,Moderate,Reinvestor
SIEMENS,Sep 2018,-74.0,-5.58,1.36,11.1,Accrual Risk,Mixed
SIEMENS,Sep 2019,138.0,9.26,8.67,100.0,High Quality,Cash Accumulator
SIEMENS,Sep 2020,1591.0,158.62,8.76,93.63,Moderate,Reinvestor
SIEMENS,Sep 2021,-967.0,-66.6,18.1,100.0,High Quality,Mixed
SIEMENS,Sep 2022,944.0,50.75,0.21,63.38,Moderate,Cash Accumulator
SIEMENS,Sep 2023,641.0,25.77,3.88,71.36,Moderate,Cash Accumulator
SIEMENS,Sep 2024,1168.0,37.63,2.26,61.44,Moderate,Cash Accumulator
SUNPHARMA,Mar 2013,982.0,20.53,21.34,96.77,Moderate,Cash Accumulator
SUNPHARMA,Mar 2014,1783.0,25.46,13.53,100.0,High Quality,Shareholder Returns
SUNPHARMA,Mar 2015,4114.0,52.12,5.48,100.0,High Quality,Cash Accumulator
SUNPHARMA,Mar 2016,2737.0,33.48,13.86,100.0,High Quality,Cash Accumulator
SUNPHARMA,Mar 2017,2896.0,28.67,13.26,90.26,Moderate,Cash Accumulator
SUNPHARMA,Mar 2018,803.0,14.26,11.72,100.0,High Quality,Cash Accumulator
SUNPHARMA,Mar 2019,1886.0,29.58,1.07,68.45,Moderate,Cash Accumulator
SUNPHARMA,Mar 2020,4330.0,62.01,6.78,100.0,High Quality,Cash Accumulator
SUNPHARMA,Mar 2021,6577.0,77.65,1.21,100.0,High Quality,Reinvestor
SUNPHARMA,Mar 2022,3429.0,33.43,14.37,100.0,High Quality,Cash Accumulator
SUNPHARMA,Mar 2023,-2261.0,-19.41,16.45,58.25,Moderate,Growth Funded by Debt
SUNPHARMA,Mar 2024,11372.0,87.36,1.57,100.0,High Quality,Cash Accumulator
SUNPHARMA,TTM,,,,100.0,Accrual Risk,Mixed
TATACONSUM,Mar 2013,197.0,25.58,0.33,38.88,Accrual Risk,Mixed
TATACONSUM,Mar 2014,421.0,55.98,0.01,82.75,Moderate,Cash Accumulator
TATACONSUM,Mar 2015,211.0,26.64,2.59,100.0,High Quality,Cash Accumulator
TATACONSUM,Mar 2016,261.0,71.31,2.18,0.0,Accrual Risk,Pre-Revenue
TATACONSUM,Mar 2017,886.0,112.01,2.14,100.0,High Quality,Reinvestor
TATACONSUM,Mar 2018,325.0,38.74,0.45,64.03,Moderate,Cash Accumulator
TATACONSUM,Mar 2019,263.0,33.46,0.73,45.95,Accrual Risk,Reinvestor
TATACONSUM,Mar 2020,460.0,35.6,6.45,100.0,High Quality,Cash Accumulator
TATACONSUM,Mar 2021,1310.0,84.84,2.98,100.0,High Quality,Cash Accumulator
TATACONSUM,Mar 2022,199.0,11.58,10.6,100.0,High Quality,Cash Accumulator
TATACONSUM,Mar 2023,627.0,33.78,6.05,100.0,High Quality,Cash Accumulator
TATACONSUM,Mar 2024,26.0,1.14,12.57,100.0,High Quality,Shareholder Returns
TATACONSUM,TTM,,,,100.0,Accrual Risk,Mixed
TATAMOTORS,Mar 2013,-806.0,-3.28,12.17,100.0,High Quality,Mixed
TATAMOTORS,Mar 2014,8160.0,23.41,12.02,100.0,High Quality,Cash Accumulator
TATAMOTORS,Mar 2015,-701.0,-1.79,13.77,100.0,High Quality,Growth Funded by Debt
TATAMOTORS,Mar 2016,1206.0,3.14,13.44,100.0,High Quality,Cash Accumulator
TATAMOTORS,Mar 2017,-9372.0,-31.67,14.67,100.0,High Quality,Growth Funded by Debt
TATAMOTORS,Mar 2018,-1282.0,-4.08,8.62,100.0,High Quality,Growth Funded by Debt
TATAMOTORS,Mar 2019,-1987.0,-8.06,6.91,0.0,Accrual Risk,Pre-Revenue
TATAMOTORS,Mar 2020,-6482.0,-36.04,12.68,0.0,Accrual Risk,Pre-Revenue
TATAMOTORS,Mar 2021,3329.0,10.31,10.28,0.0,Accrual Risk,Pre-Revenue
TATAMOTORS,Mar 2022,9839.0,39.8,1.6,0.0,Accrual Risk,Pre-Revenue
TATAMOTORS,Mar 2023,19971.0,62.77,4.46,100.0,High Quality,Cash Accumulator
TATAMOTORS,Mar 2024,45133.0,75.81,5.2,100.0,High Quality,Cash Accumulator
TATAMOTORS,TTM,,,,100.0,Accrual Risk,Mixed
TATAPOWER,Mar 2013,-740.0,-13.23,12.13,100.0,High Quality,Mixed
TATAPOWER,Mar 2014,2874.0,41.56,10.1,100.0,High Quality,Cash Accumulator
TATAPOWER,Mar 2015,2116.0,33.58,11.51,100.0,High Quality,Cash Accumulator
TATAPOWER,Mar 2016,5610.0,266.51,6.12,100.0,High Quality,Cash Accumulator
TATAPOWER,Mar 2017,-359.0,-6.56,26.73,100.0,High Quality,Growth Funded by Debt
TATAPOWER,Mar 2018,4852.0,211.42,5.63,100.0,High Quality,Cash Accumulator
TATAPOWER,Mar 2019,4302.0,140.13,0.91,100.0,High Quality,Cash Accumulator
TATAPOWER,Mar 2020,6882.0,101.13,1.69,100.0,High Quality,Cash Accumulator
TATAPOWER,Mar 2021,9338.0,134.92,3.04,100.0,High Quality,Reinvestor
TATAPOWER,Mar 2022,443.0,6.3,14.6,100.0,High Quality,Cash Accumulator
TATAPOWER,Mar 2023,-97.0,-1.26,13.18,100.0,High Quality,Growth Funded by Debt
TATAPOWER,Mar 2024,3569.0,33.25,14.69,100.0,High Quality,Cash Accumulator
TATAPOWER,TTM,,,,100.0,Accrual Risk,Mixed
TATASTEEL,Mar 2013,936.0,23.61,9.72,0.0,Accrual Risk,Pre-Revenue
TATASTEEL,Mar 2014,-2232.0,-13.79,10.35,100.0,High Quality,Growth Funded by Debt
TATASTEEL,Mar 2015,2859.0,83.87,6.47,0.0,Accrual Risk,Pre-Revenue
TATASTEEL,Mar 2016,2661.0,-425.76,8.62,0.0,Accrual Risk,Pre-Revenue
TATASTEEL,Mar 2017,1334.0,10.15,8.45,0.0,Accrual Risk,Pre-Revenue
TATASTEEL,Mar 2018,-3707.0,-17.3,9.52,45.22,Accrual Risk,Growth Funded by Debt
TATASTEEL,Mar 2019,-3840.0,-13.1,18.5,100.0,High Quality,Mixed
TATASTEEL,Mar 2020,6157.0,35.26,10.02,100.0,High Quality,Cash Accumulator
TATASTEEL,Mar 2021,34890.0,114.38,6.04,100.0,High Quality,Cash Accumulator
TATASTEEL,Mar 2022,33476.0,52.73,4.47,100.0,High Quality,Cash Accumulator
TATASTEEL,Mar 2023,3504.0,10.85,7.47,100.0,High Quality,Cash Accumulator
TATASTEEL,Mar 2024,6048.0,27.18,6.22,0.0,Accrual Risk,Pre-Revenue
TATASTEEL,TTM,,,,100.0,Accrual Risk,Mixed
TCS,Mar 2013,5577.0,30.91,9.59,82.52,Moderate,Cash Accumulator
TCS,Mar 2014,5299.0,21.07,11.55,76.3,Moderate,Cash Accumulator
TCS,Mar 2015,17562.0,71.73,1.91,96.56,Moderate,Cash Accumulator
TCS,Mar 2016,14099.0,45.96,4.61,78.52,Moderate,Cash Accumulator
TCS,Mar 2017,8328.0,25.77,14.32,95.7,Moderate,Cash Accumulator
TCS,Mar 2018,28171.0,86.64,2.52,96.86,Moderate,Reinvestor
TCS,Mar 2019,30238.0,76.54,1.12,90.59,Moderate,Reinvestor
TCS,Mar 2020,41337.0,98.17,5.71,99.76,Moderate,Reinvestor
TCS,Mar 2021,30846.0,66.27,4.85,100.0,High Quality,Cash Accumulator
TCS,Mar 2022,39211.0,73.9,0.38,100.0,High Quality,Cash Accumulator
TCS,Mar 2023,42513.0,71.74,0.24,99.2,Moderate,Reinvestor
TCS,Mar 2024,50429.0,78.43,2.53,96.18,Moderate,Reinvestor
TCS,TTM,,,,100.0,Accrual Risk,Mixed
TECHM,Mar 2013,233.0,16.39,9.05,65.42,Moderate,Shareholder Returns
TECHM,Mar 2013,233.0,16.39,9.05,65.42,Moderate,Shareholder Returns
TECHM,Mar 2014,1887.0,45.23,1.55,52.12,Moderate,Reinvestor
TECHM,Mar 2014,1887.0,45.23,1.55,52.12,Moderate,Reinvestor
TECHM,Mar 2015,583.0,13.9,8.24,92.06,Moderate,Cash Accumulator
TECHM,Mar 2015,583.0,13.9,8.24,92.06,Moderate,Cash Accumulator
TECHM,Mar 2016,1684.0,39.53,5.48,100.0,High Quality,Cash Accumulator
TECHM,Mar 2016,1684.0,39.53,5.48,100.0,High Quality,Cash Accumulator
TECHM,Mar 2017,1178.0,28.15,9.93,100.0,High Quality,Cash Accumulator
TECHM,Mar 2017,1178.0,28.15,9.93,100.0,High Quality,Cash Accumulator
TECHM,Mar 2018,235.0,4.99,10.79,93.87,Moderate,Cash Accumulator
TECHM,Mar 2018,235.0,4.99,10.79,93.87,Moderate,Cash Accumulator
TECHM,Mar 2019,2328.0,37.12,6.06,100.0,High Quality,Cash Accumulator
TECHM,Mar 2019,2328.0,37.12,6.06,100.0,High Quality,Cash Accumulator
TECHM,Mar 2020,5439.0,98.84,2.93,100.0,High Quality,Reinvestor
TECHM,Mar 2020,5439.0,98.84,2.93,100.0,High Quality,Reinvestor
TECHM,Mar 2021,2661.0,39.16,14.35,100.0,High Quality,Cash Accumulator
TECHM,Mar 2021,2661.0,39.16,14.35,100.0,High Quality,Cash Accumulator
TECHM,Mar 2022,5765.0,71.88,1.08,93.87,Moderate,Reinvestor
TECHM,Mar 2022,5765.0,71.88,1.08,93.87,Moderate,Reinvestor
TECHM,Mar 2023,5346.0,68.87,0.42,100.0,High Quality,Cash Accumulator
TECHM,Mar 2023,5346.0,68.87,0.42,100.0,High Quality,Cash Accumulator
TECHM,Mar 2024,5058.0,112.25,2.53,100.0,High Quality,Cash Accumulator
TECHM,Mar 2024,5058.0,112.25,2.53,100.0,High Quality,Cash Accumulator
TECHM,TTM,,,,100.0,Accrual Risk,Mixed
TITAN,Mar 2013,411.0,40.53,1.4,76.28,Moderate,Cash Accumulator
TITAN,Mar 2014,-826.0,-78.89,2.48,0.0,Accrual Risk,Growth Funded by Debt
TITAN,Mar 2015,385.0,33.39,0.99,61.64,Moderate,Cash Accumulator
TITAN,Mar 2016,417.0,44.41,1.41,85.33,Moderate,Cash Accumulator
TITAN,Mar 2017,759.0,65.21,7.19,100.0,High Quality,Cash Accumulator
TITAN,Mar 2018,47.0,2.86,0.61,0.0,Accrual Risk,Reinvestor
TITAN,Mar 2019,446.0,22.37,4.03,89.49,Moderate,Cash Accumulator
TITAN,Mar 2020,-113.0,-4.59,1.12,0.0,Accrual Risk,Liquidating Assets
TITAN,Mar 2021,1340.0,77.68,12.93,100.0,High Quality,Cash Accumulator
TITAN,Mar 2022,441.0,13.19,4.05,0.0,Accrual Risk,Reinvestor
TITAN,Mar 2023,-444.0,-9.09,4.47,41.84,Accrual Risk,Growth Funded by Debt
TITAN,Mar 2024,1506.0,28.46,0.37,48.48,Accrual Risk,Cash Accumulator
TITAN,TTM,,,,100.0,Accrual Risk,Mixed
TORNTPHARM,Mar 2013,-94.0,-13.49,7.71,35.17,Accrual Risk,Growth Funded by Debt
TORNTPHARM,Mar 2014,181.0,18.95,10.02,90.21,Moderate,Shareholder Returns
TORNTPHARM,Mar 2015,-1303.0,-127.75,45.58,100.0,High Quality,Growth Funded by Debt
TORNTPHARM,Mar 2016,1873.0,68.53,13.0,100.0,High Quality,Cash Accumulator
TORNTPHARM,Mar 2017,211.0,15.32,13.72,100.0,High Quality,Cash Accumulator
TORNTPHARM,Mar 2018,-3783.0,-280.43,78.61,100.0,High Quality,Growth Funded by Debt
TORNTPHARM,Mar 2019,1552.0,78.27,3.21,100.0,High Quality,Cash Accumulator
TORNTPHARM,Mar 2020,1622.0,74.75,2.88,100.0,High Quality,Reinvestor
TORNTPHARM,Mar 2021,1561.0,62.94,5.55,100.0,High Quality,Cash Accumulator
TORNTPHARM,Mar 2022,1607.0,66.1,2.3,100.0,High Quality,Cash Accumulator
TORNTPHARM,Mar 2023,33.0,1.16,24.27,100.0,High Quality,Shareholder Returns
TORNTPHARM,Mar 2024,3106.0,92.22,1.49,100.0,High Quality,Cash Accumulator
TORNTPHARM,TTM,,,,100.0,Accrual Risk,Mixed
TRENT,Mar 2013,-245.0,-4900.0,12.95,0.0,Accrual Risk,Pre-Revenue
TRENT,Mar 2014,-94.0,940.0,2.06,100.0,High Quality,Pre-Revenue
TRENT,Mar 2015,-316.0,-359.09,13.4,0.0,Accrual Risk,Growth Funded by Debt
TRENT,Mar 2016,11.0,12.22,5.81,100.0,High Quality,Cash Accumulator
TRENT,Mar 2017,58.0,43.28,2.43,100.0,High Quality,Cash Accumulator
TRENT,Mar 2018,73.0,35.1,0.19,88.51,Moderate,Cash Accumulator
TRENT,Mar 2019,-16.0,-6.64,1.41,22.11,Accrual Risk,Growth Funded by Debt
