company_id,year,horizon_years,revenue_cagr_value,revenue_cagr_flag,pat_cagr_value,pat_cagr_flag,eps_cagr_value,eps_cagr_flag
VBL,Dec 2016,3,22.22,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2017,3,16.97,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2017,5,17.34,NORMAL,53.64,NORMAL,-12.94,DECLINE
VBL,Dec 2018,3,14.58,NORMAL,38.47,NORMAL,,INSUFFICIENT_DATA
VBL,Dec 2018,5,19.27,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2019,3,22.69,NORMAL,114.24,NORMAL,,ZERO_BASE
VBL,Dec 2019,5,23.3,NORMAL,,TURNAROUND,,ZERO_BASE
VBL,Dec 2020,3,17.23,NORMAL,18.6,NORMAL,,INSUFFICIENT_DATA
VBL,Dec 2020,5,13.7,NORMAL,25.87,NORMAL,,INSUFFICIENT_DATA
VBL,Dec 2021,5,17.97,NORMAL,73.1,NORMAL,,ZERO_BASE
VBL,Dec 2023,10,22.46,NORMAL,,TURNAROUND,,ZERO_BASE
VEDL,Mar 2016,3,185.93,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
VEDL,Mar 2017,3,2.97,NORMAL,-0.31,DECLINE,3.08,NORMAL
VEDL,Mar 2018,3,7.62,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2019,3,12.72,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2019,5,6.83,NORMAL,-3.22,DECLINE,-1.98,DECLINE
VEDL,Mar 2020,3,5.35,NORMAL,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS
VEDL,Mar 2020,5,2.76,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
VEDL,Mar 2021,3,-1.42,DECLINE,3.16,NORMAL,3.45,NORMAL
VEDL,Mar 2021,5,6.49,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2023,3,20.38,NORMAL,,TURNAROUND,,TURNAROUND
VEDL,Mar 2023,5,9.9,NORMAL,1.16,NORMAL,,INSUFFICIENT_DATA
VEDL,Mar 2024,3,17.76,NORMAL,-20.55,DECLINE,-29.2,DECLINE
VEDL,Mar 2024,5,9.32,NORMAL,-4.91,DECLINE,-10.35,DECLINE
VEDL,Mar 2024,10,8.07,NORMAL,-4.07,DECLINE,-6.26,DECLINE
WIPRO,Mar 2018,3,5.09,NORMAL,-2.8,DECLINE,,INSUFFICIENT_DATA
WIPRO,Mar 2019,3,4.82,NORMAL,0.23,NORMAL,,INSUFFICIENT_DATA
ZOMATO,Mar 2021,3,62.35,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2022,3,47.25,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2023,3,39.55,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2023,5,72.31,NORMAL,,BOTH_NEGATIVE,,BOTH_NEGATIVE
ZOMATO,Mar 2024,3,82.47,NORMAL,,TURNAROUND,,TURNAROUND
ZOMATO,Mar 2024,5,55.96,NORMAL,,TURNAROUND,,TURNAROUND
ZYDUSLIFE,Mar 2019,3,11.78,NORMAL,-1.12,DECLINE,-1.79,DECLINE
ZYDUSLIFE,Mar 2020,3,14.98,NORMAL,-7.41,DECLINE,-9.82,DECLINE
ZYDUSLIFE,Mar 2020,5,10.5,NORMAL,0.27,NORMAL,,INSUFFICIENT_DATA
